step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
991,1.66091,0.56319,,
992,1.86705,0.52665,,
993,1.69814,0.58769,,
994,1.8068,0.5677,,
995,1.5724,0.60858,,
996,1.7596,0.55864,,
997,1.88395,0.52961,,
998,1.7157,0.55769,,
999,1.76026,0.5613,,
1000,2.0003,0.5305,2.06997,0.51669
1001,1.659,0.57292,,
1002,1.71731,0.55576,,
1003,1.6159,0.57865,,
1004,1.69371,0.56434,,
1005,2.02933,0.51862,,
1006,1.67661,0.54853,,
1007,1.67167,0.57143,,
1008,1.67409,0.56566,,
1009,1.63434,0.58156,,
1010,2.0697,0.53514,,
1011,1.92877,0.55607,,
1012,1.75403,0.54386,,
1013,1.85103,0.55857,,
1014,1.67338,0.57216,,
1015,1.69656,0.58392,,
1016,1.78227,0.57605,,
1017,1.75192,0.56716,,
1018,1.66371,0.59278,,
1019,1.70181,0.57757,,
1020,1.71605,0.56119,,
1021,1.78109,0.52865,,
1022,1.7971,0.54945,,
1023,1.70508,0.53528,,
1024,1.9231,0.55275,,
1025,1.44859,0.60567,,
1026,1.77786,0.55589,,
1027,1.87861,0.54507,,
1028,1.92367,0.53524,,
1029,1.7663,0.56034,,
1030,1.77967,0.56719,,
1031,1.71696,0.54455,,
1032,1.83369,0.55495,,
1033,1.65452,0.57806,,
1034,1.58319,0.58133,,
1035,1.70835,0.58392,,
1036,1.74177,0.53535,,
1037,1.56272,0.57459,,
1038,1.65054,0.61159,,
1039,1.71067,0.57908,,
1040,2.0202,0.51708,,
1041,1.85264,0.50575,,
1042,1.86603,0.56842,,
1043,1.81693,0.56385,,
1044,1.83752,0.55021,,
1045,1.77063,0.54651,,
1046,1.76243,0.56047,,
1047,1.69799,0.57568,,
1048,1.58716,0.6,,
1049,1.70752,0.57353,,
1050,1.60808,0.6105,,
1051,1.77254,0.56919,,
1052,1.65576,0.57968,,
1053,1.76602,0.56137,,
1054,1.79096,0.60086,,
1055,1.80902,0.54312,,
1056,1.96685,0.53211,,
1057,1.67373,0.5936,,
1058,1.57227,0.58656,,
1059,1.81175,0.56222,,
1060,1.85755,0.52745,,
1061,1.58412,0.58993,,
1062,1.84611,0.52802,,
1063,1.83807,0.55263,,
1064,1.5748,0.56674,,
1065,1.78436,0.55134,,
1066,1.77384,0.57751,,
1067,1.70103,0.56506,,
1068,1.75026,0.54569,,
1069,1.7323,0.5636,,
1070,1.54315,0.61125,,
1071,1.71429,0.60817,,
1072,1.70728,0.58998,,
1073,1.74468,0.57589,,
1074,1.7096,0.56274,,
1075,1.78455,0.54923,,
1076,1.63474,0.56503,,
1077,1.74323,0.5852,,
1078,1.77158,0.56608,,
1079,1.85253,0.56955,,
1080,1.71224,0.55013,,
1081,1.89672,0.54273,,
1082,1.66658,0.58808,,
1083,2.01444,0.49269,,
1084,1.92806,0.54863,,
1085,1.76493,0.54139,,
1086,1.81369,0.57466,,
1087,1.73527,0.56709,,
1088,1.86221,0.55116,,
1089,1.85637,0.56674,,
1090,1.81172,0.51453,,
1091,1.82089,0.52998,,
1092,1.69713,0.58865,,
1093,1.86111,0.52758,,
1094,1.80302,0.54105,,
1095,1.83652,0.54867,,
1096,1.78853,0.55342,,
1097,1.66792,0.55645,,
1098,1.77827,0.56178,,
1099,1.95916,0.51824,,
1100,1.79433,0.55248,2.03809,0.55088
1101,1.66109,0.57895,,
1102,1.84837,0.56614,,
1103,1.74778,0.5494,,
1104,1.78378,0.55639,,
1105,1.75802,0.5601,,
1106,1.64537,0.59071,,
1107,1.86366,0.53349,,
1108,1.78281,0.54043,,
1109,1.78373,0.55165,,
1110,1.71581,0.55609,,
1111,1.57488,0.60558,,
1112,1.76272,0.57175,,
1113,1.49651,0.60934,,
1114,1.87174,0.5569,,
1115,1.90503,0.52785,,
1116,1.70637,0.56009,,
1117,2.03411,0.47368,,
1118,1.55778,0.59786,,
1119,1.79809,0.58793,,
1120,1.71971,0.59591,,
1121,1.97169,0.53498,,
1122,1.58826,0.54937,,
1123,1.58958,0.6,,
1124,1.96478,0.52269,,
1125,1.59042,0.60436,,
1126,1.75543,0.55607,,
1127,1.80735,0.56371,,
1128,1.73436,0.56497,,
1129,1.64315,0.62,,
1130,1.83007,0.54916,,
1131,1.79087,0.53418,,
1132,1.93084,0.50701,,
1133,1.80258,0.56184,,
1134,1.92757,0.54221,,
1135,1.73186,0.54937,,
1136,1.71446,0.55936,,
1137,1.79032,0.56599,,
1138,1.60629,0.58985,,
1139,1.75781,0.544,,
1140,1.72966,0.56222,,
1141,1.89062,0.52459,,
1142,2.1167,0.50943,,
1143,1.68563,0.59045,,
1144,1.86536,0.56331,,
1145,1.73728,0.54567,,
1146,1.80591,0.56927,,
1147,1.80852,0.55258,,
1148,1.74088,0.54108,,
1149,1.86658,0.5377,,
1150,1.83206,0.54599,,
1151,1.81083,0.54564,,
1152,1.84905,0.54327,,
1153,1.90726,0.56145,,
1154,1.83366,0.55109,,
1155,1.71084,0.56706,,
1156,1.7097,0.5902,,
1157,1.56564,0.62108,,
1158,1.72409,0.57093,,
1159,1.72563,0.56112,,
1160,1.72608,0.54494,,
1161,1.74147,0.57208,,
1162,1.741,0.56171,,
1163,1.74499,0.58129,,
1164,1.63416,0.59584,,
1165,1.57041,0.58333,,
1166,1.78296,0.58034,,
1167,1.95289,0.56874,,
1168,1.58634,0.59259,,
1169,1.88118,0.54989,,
1170,1.93319,0.51134,,
1171,1.8361,0.52941,,
1172,1.81386,0.57538,,
1173,1.72882,0.55942,,
1174,1.75663,0.56743,,
1175,1.87706,0.55249,,
1176,1.88689,0.54607,,
1177,1.64249,0.55338,,
1178,1.70764,0.54121,,
1179,1.88946,0.56596,,
1180,1.84777,0.55476,,
1181,1.76663,0.58167,,
1182,1.85787,0.54217,,
1183,1.58334,0.5684,,
1184,1.82445,0.54592,,
1185,1.69272,0.58473,,
1186,2.04564,0.52972,,
1187,1.51558,0.59591,,
1188,1.85286,0.55411,,
1189,1.78404,0.54195,,
1190,1.67896,0.57829,,
1191,1.88648,0.56456,,
1192,1.84418,0.55315,,
1193,1.8167,0.52581,,
1194,1.73779,0.57796,,
1195,1.96458,0.51943,,
1196,1.66528,0.57584,,
1197,1.69808,0.58212,,
1198,1.62119,0.57177,,
1199,1.93287,0.53556,,
1200,1.82484,0.566,2.02497,0.4833
1201,1.71424,0.5902,,
1202,1.73917,0.55269,,
1203,1.54987,0.6027,,
1204,1.5365,0.60218,,
1205,1.69653,0.59184,,
1206,1.84722,0.54462,,
1207,1.57445,0.61559,,
1208,1.61476,0.57692,,
1209,1.47124,0.62562,,
1210,1.92453,0.53037,,
1211,1.85123,0.51169,,
1212,1.75083,0.55292,,
1213,1.79888,0.5515,,
1214,1.76148,0.57373,,
1215,1.88115,0.52653,,
1216,1.81883,0.53898,,
1217,1.86572,0.49361,,
1218,1.66405,0.56739,,
1219,1.78689,0.55416,,
1220,1.61537,0.59868,,
1221,1.76209,0.53806,,
1222,2.04445,0.49419,,
1223,1.58652,0.58568,,
1224,1.69176,0.55248,,
1225,1.71222,0.58745,,
1226,1.88119,0.51008,,
1227,1.57216,0.57727,,
1228,1.66034,0.59804,,
1229,1.97032,0.51656,,
1230,1.57104,0.61741,,
1231,1.91781,0.50914,,
1232,1.74851,0.56926,,
1233,1.78098,0.57883,,
1234,1.66141,0.57349,,
1235,1.55156,0.59719,,
1236,1.75218,0.57791,,
1237,1.78059,0.5969,,
1238,1.87321,0.55993,,
1239,1.74855,0.56126,,
1240,1.99033,0.51306,,
1241,1.95036,0.51434,,
1242,1.70654,0.58784,,
1243,1.88654,0.54397,,
1244,1.88821,0.54795,,
1245,1.68643,0.62028,,
1246,1.68254,0.58937,,
1247,1.83262,0.52564,,
1248,1.75148,0.57471,,
1249,1.86976,0.53704,,
1250,1.60326,0.56701,,
1251,1.67744,0.5625,,
1252,1.8549,0.55204,,
1253,1.93216,0.5283,,
1254,1.93637,0.55,,
1255,1.74587,0.53586,,
1256,1.74063,0.54159,,
1257,1.66158,0.57569,,
1258,1.99552,0.5,,
1259,1.72822,0.57016,,
1260,1.6268,0.56164,,
1261,1.88132,0.54244,,
1262,2.00725,0.52703,,
1263,1.66635,0.58658,,
1264,1.72664,0.55444,,
1265,1.88328,0.52475,,
1266,1.61341,0.57701,,
1267,2.00976,0.51959,,
1268,1.91931,0.54107,,
1269,1.68167,0.59629,,
1270,1.88147,0.53636,,
1271,1.75081,0.55991,,
1272,1.67543,0.55639,,
1273,1.89102,0.53388,,
1274,1.72382,0.58777,,
1275,1.74165,0.55614,,
1276,1.74251,0.56164,,
1277,2.08781,0.53992,,
1278,1.85994,0.51724,,
1279,1.60185,0.59823,,
1280,1.68188,0.55158,,
1281,1.73802,0.55263,,
1282,1.65593,0.57568,,
1283,1.5714,0.56957,,
1284,1.59344,0.60442,,
1285,1.67295,0.58209,,
1286,1.69126,0.58691,,
1287,1.73433,0.54906,,
1288,1.84303,0.56891,,
1289,1.91067,0.52057,,
1290,1.78072,0.51581,,
1291,1.88039,0.57082,,
1292,1.85449,0.54326,,
1293,1.69382,0.57835,,
1294,1.98032,0.52732,,
1295,1.60745,0.587,,
1296,1.63074,0.58706,,
1297,1.54015,0.5843,,
1298,1.72225,0.57542,,
1299,1.7986,0.56449,,
1300,1.697,0.57044,1.87917,0.51236
1301,1.8441,0.56473,,
1302,1.70267,0.58283,,
1303,1.67593,0.58388,,
1304,1.53283,0.59346,,
1305,1.95197,0.52632,,
1306,1.62731,0.56381,,
1307,1.87507,0.53347,,
1308,1.85003,0.56388,,
1309,1.95225,0.52668,,
1310,1.65452,0.58005,,
1311,1.79296,0.55581,,
1312,1.58092,0.60714,,
1313,1.55695,0.57072,,
1314,1.54728,0.59013,,
1315,1.74705,0.57306,,
1316,1.63884,0.58495,,
1317,1.70715,0.5232,,
1318,1.65524,0.55228,,
1319,1.7558,0.58897,,
1320,1.7507,0.56876,,
1321,1.50153,0.60784,,
1322,1.84858,0.54737,,
1323,1.6773,0.58738,,
1324,1.62017,0.58135,,
1325,1.88614,0.56164,,
1326,1.83009,0.55252,,
1327,1.8631,0.5175,,
1328,1.87777,0.55394,,
1329,1.97355,0.53458,,
1330,1.73302,0.56695,,
1331,1.80326,0.57606,,
1332,1.75717,0.55663,,
1333,1.66182,0.56436,,
1334,1.81975,0.56498,,
1335,1.84249,0.54762,,
1336,1.92015,0.53333,,
1337,1.82616,0.54167,,
1338,1.89146,0.53111,,
1339,1.41124,0.60983,,
1340,1.82947,0.54247,,
1341,1.69141,0.53672,,
1342,1.83582,0.55163,,
1343,1.88621,0.57373,,
1344,1.89537,0.52688,,
1345,1.75473,0.56477,,
1346,1.95284,0.52843,,
1347,1.84433,0.52785,,
1348,1.73802,0.55955,,
1349,1.66234,0.58457,,
1350,1.93758,0.5054,,
1351,1.6141,0.59116,,
1352,1.76802,0.56022,,
1353,1.60753,0.58768,,
1354,1.76746,0.58411,,
1355,1.732,0.56308,,
1356,1.57055,0.58217,,
1357,1.86926,0.54318,,
1358,1.66116,0.56659,,
1359,1.77569,0.54312,,
1360,2.08455,0.53933,,
1361,1.70933,0.55283,,
1362,1.7798,0.58151,,
1363,1.69637,0.55869,,
1364,1.60763,0.57035,,
1365,1.75426,0.5636,,
1366,1.82143,0.54217,,
1367,1.8139,0.57783,,
1368,1.78281,0.53086,,
1369,1.69555,0.53902,,
1370,1.72836,0.5827,,
1371,1.67593,0.58678,,
1372,1.83658,0.52296,,
1373,1.69726,0.56639,,
1374,1.77713,0.55556,,
1375,1.41693,0.6,,
1376,1.74975,0.52352,,
1377,1.57364,0.5657,,
1378,1.68792,0.58435,,
1379,1.87064,0.5262,,
1380,1.86593,0.53875,,
1381,1.66298,0.5668,,
1382,1.4953,0.62274,,
1383,1.84636,0.56416,,
1384,1.64549,0.57558,,
1385,1.70429,0.56998,,
1386,1.79847,0.54656,,
1387,1.71521,0.53989,,
1388,1.56825,0.59375,,
1389,1.55336,0.57256,,
1390,1.78008,0.60221,,
1391,1.81243,0.54088,,
1392,1.93048,0.51927,,
1393,1.8788,0.51873,,
1394,1.57475,0.59121,,
1395,1.67257,0.59009,,
1396,1.71908,0.56613,,
1397,1.56892,0.5995,,
1398,1.55109,0.59174,,
1399,1.68691,0.55325,,
1400,1.74552,0.56351,2.0043,0.51829
1401,1.77258,0.60411,,
1402,1.80035,0.55794,,
1403,1.62846,0.55051,,
1404,1.73773,0.55611,,
1405,1.584,0.58867,,
1406,1.75118,0.55128,,
1407,1.65852,0.59798,,
1408,1.70592,0.56659,,
1409,1.96069,0.51358,,
1410,1.91367,0.50207,,
1411,1.776,0.55024,,
1412,1.89237,0.54273,,
1413,1.88923,0.57171,,
1414,1.75194,0.53991,,
1415,1.83086,0.55977,,
1416,1.72563,0.57143,,
1417,1.81488,0.56472,,
1418,1.69041,0.55708,,
1419,1.80417,0.54713,,
1420,1.71927,0.56061,,
1421,1.63698,0.58195,,
1422,1.93607,0.54298,,
1423,1.79773,0.60152,,
1424,1.72157,0.57258,,
1425,1.71849,0.56742,,
1426,1.80117,0.55513,,
1427,1.87136,0.5428,,
1428,1.65124,0.60289,,
1429,1.79566,0.54503,,
1430,1.52793,0.56863,,
1431,1.64091,0.59926,,
1432,1.83733,0.53364,,
1433,1.81538,0.5662,,
1434,1.71317,0.56911,,
1435,2.06322,0.53222,,
1436,1.61269,0.59847,,
1437,1.63404,0.5674,,
1438,1.78889,0.55902,,
1439,1.70864,0.56642,,
1440,1.83567,0.54948,,
1441,1.76153,0.56806,,
1442,1.85323,0.55528,,
1443,1.96975,0.50919,,
1444,1.8072,0.56731,,
1445,1.78491,0.58954,,
1446,1.90707,0.55054,,
1447,1.59374,0.57519,,
1448,1.65353,0.58988,,
1449,1.85981,0.52968,,
1450,1.88842,0.54084,,
1451,1.73347,0.57085,,
1452,1.6244,0.57778,,
1453,1.9235,0.53521,,
1454,1.69913,0.57227,,
1455,1.73957,0.56948,,
1456,1.70894,0.56703,,
1457,1.704,0.57301,,
1458,1.76325,0.56009,,
1459,1.64286,0.5537,,
1460,1.79061,0.55145,,
1461,1.842,0.55276,,
1462,1.94015,0.55053,,
1463,1.64741,0.59241,,
1464,1.81631,0.54529,,
1465,1.83703,0.54637,,
1466,1.80603,0.53445,,
1467,1.60251,0.57101,,
1468,1.82848,0.53982,,
1469,1.8055,0.57058,,
1470,2.02653,0.52941,,
1471,1.61139,0.58705,,
1472,1.6752,0.6,,
1473,1.83714,0.54444,,
1474,1.72262,0.54751,,
1475,1.85089,0.52575,,
1476,1.88624,0.54352,,
1477,1.79214,0.53827,,
1478,1.69726,0.58255,,
1479,1.88144,0.5495,,
1480,1.67408,0.56824,,
1481,1.50894,0.61882,,
1482,1.54752,0.59834,,
1483,1.60878,0.59694,,
1484,1.8586,0.5534,,
1485,1.75069,0.59132,,
1486,1.60002,0.566,,
1487,2.14825,0.5076,,
1488,1.80596,0.55859,,
1489,1.78893,0.56629,,
1490,1.58392,0.58186,,
1491,1.58156,0.575,,
1492,1.92623,0.55083,,
1493,1.64952,0.55703,,
1494,1.82271,0.53795,,
1495,1.7136,0.5494,,
1496,1.81177,0.55686,,
1497,1.89728,0.51887,,
1498,1.85267,0.54439,,
1499,1.57876,0.60724,,
1500,1.81065,0.55576,1.72361,0.53394
1501,2.15387,0.50459,,
1502,1.75317,0.59211,,
1503,1.93545,0.57432,,
